id,preferred_label,synonyms,class_desc
mh567,riemerella anatipestifer infection (poultry),new duck disease,disease specific
mh567,riemerella anatipestifer infection (poultry),pasteurella anatipestifer infection,disease specific
mh567,riemerella anatipestifer infection (poultry),infectious serositis,disease specific
mh567,riemerella anatipestifer infection (poultry),riemerella anatipestifer infection,disease specific
ma31,rift valley fever,NA,disease group
mh171,rift valley fever (cattle),rvf,disease specific
mh171,rift valley fever (cattle),rift valley fever,disease specific
mh172,"rift valley fever (sheep, goat)",rvf,disease specific
mh172,"rift valley fever (sheep, goat)",rift valley fever,disease specific
ag41,rift valley fever virus,rvf virus,pathogen
ma62,rinderpest,NA,disease group
mh345,rinderpest (cattle),cattle plague,disease specific
mh345,rinderpest (cattle),rinderpest,disease specific
ag747,rinderpest virus,NA,pathogen
mh429,"ringworm (sheep, goat)",ringworm,disease specific
ma141,ringworm ou tinea,NA,disease group
mh428,ringworm ou tinea (rabbit),ringworm ou tinea,disease specific
ronivirus,ronivirus,NA,NA
ma220,sacbrood bee virus,NA,disease group
mh80,sacbrood bee virus (bee),sacbrood bee virus,disease specific
ma336,salmincola infection,NA,disease group
mh603,salmincola infection (fish),salmincola infection,disease specific
ag714,salmincola spp.,NA,pathogen
ma316,salmon rickettsial syndrome,NA,disease group
mh358,salmon rickettsial syndrome (fish),salmon rickettsial syndrome,disease specific
mh358,salmon rickettsial syndrome (fish),piscirickettsiosis,disease specific
mh358,salmon rickettsial syndrome (fish),srs,disease specific
mh358,salmon rickettsial syndrome (fish),coho salmon septicaemia,disease specific
mh358,salmon rickettsial syndrome (fish),huito disease,disease specific
ag245,salmonella abortusovis,NA,pathogen
ag507,salmonella copenhagen,NA,pathogen
ag246,salmonella dublin,NA,pathogen
ag81,salmonella enterica,NA,pathogen
ag119,salmonella enterica,NA,pathogen
ag167,salmonella enteritidis,NA,pathogen
ag546,salmonella gallinarum,NA,pathogen
ag730,salmonella heildeberg,NA,pathogen
ag724,salmonella pullorum,NA,pathogen
ag168,salmonella schottmuelleri,NA,pathogen
ag533,salmonella typhimurium,NA,pathogen
ma68,salmonellosis,NA,disease group
mh388,salmonellosis (cattle),salmonellosis,disease specific
mh389,salmonellosis (equidae),salmonellosis,disease specific
mh390,salmonellosis (rabbit),salmonellosis,disease specific
mh391,"salmonellosis (sheep, goat)",salmonellosis,disease specific
mh391,"salmonellosis (sheep, goat)",salmonella abortusovis abortion,disease specific
mh392,salmonellosis (swine),salmonellosis,disease specific
ma346,salmonid cryptobiosis,NA,disease group
mh203,salmonid cryptobiosis (fish),salmonid cryptobiosis,disease specific
mh203,salmonid cryptobiosis (fish),trypanosomiasis,disease specific
ag349,salmonid gill poxvirus,NA,pathogen
ma294,salmonid gill poxvirus disease,NA,disease group
mh368,salmonid gill poxvirus disease (fish),salmonid gill poxvirus disease,disease specific
ma284,salmonid herpesviral disease,NA,disease group
mh213,salmonid herpesviral disease (fish),salmonid herpesviral disease,disease specific
ag339,salmonid herpesvirus 1,saihv-1,pathogen
ag718,sanguinicola spp.,NA,pathogen
ag470,saprolegnia spp.,NA,pathogen
ma367,saprolegniosis,NA,disease group
mh393,saprolegniosis (fish),saprolegniosis,disease specific
ag118,sarcocystis neurona,NA,pathogen
ag327,sarcocystis suihominis,NA,pathogen
ma272,sarcocystosis,NA,disease group
mh395,sarcocystosis (swine),sarcocystosis,disease specific
ag43,sarcoptes scabiei,NA,pathogen
ag607,sarcoptes scabiei var suis,NA,pathogen
ag759,sarcoptes scabiei var. ovis,NA,pathogen
ag702,sarcoptes scabiei var. ovis,NA,pathogen
ma174,sarcoptic mange,NA,disease group
mh602,"sarcoptic mange (sheep, goat)",sarcoptic mange,disease specific
mh189,sarcoptic mange (swine),sarcoptic mange,disease specific
ag411,schistocephalus solidus,NA,pathogen
ag247,schistosoma haematobium,NA,pathogen
ma199,schistosomiasis,NA,disease group
mh396,"schistosomiasis (sheep, goat)",schistosomiasis,disease specific
mh396,"schistosomiasis (sheep, goat)",bilharzia,disease specific
ma202,scrapie,NA,disease group
mh454,"scrapie (sheep, goat)",scrapie,disease specific
mh332,sea-lice (fish),sea-lice,disease specific
mh332,sea-lice (fish),ectoparasite,disease specific
ag260,senotainia tricuspis,NA,pathogen
ma218,septicemia,NA,disease group
mh402,septicemia (bee),septicemia,disease specific
ma239,septicemic colibacillosis,NA,disease group
mh398,septicemic colibacillosis (swine),septicemic colibacillosis,disease specific
ovin,sheep,NA,NA
ma155,sheep pox,NA,disease group
mh63,sheep pox (sheep),sheep pox,disease specific
ag196,sheep pox virus,spv,pathogen
ma187,"sheep, goat ked attack",NA,disease group
mh289,"sheep, goat ked attack (sheep, goat)",sheep ked attack,disease specific
mh289,"sheep, goat ked attack (sheep, goat)",sheep ked,disease specific
ma231,slow bee paralysis virus,NA,disease group
mh487,slow bee paralysis virus (bee),sbpv,disease specific
mh487,slow bee paralysis virus (bee),slow bee paralysis virus,disease specific
ag290,slow paralysis virus,spv,pathogen
ag290,slow paralysis virus,sbpv,pathogen
ag290,slow paralysis virus,slow bee paralysis virus,pathogen
ma211,small hive beetle infestation,NA,disease group
mh227,small hive beetle infestation (bee),small hive beetle infestation,disease specific
ag754,solenopotes capillatus,NA,pathogen
ag500,spawner-isolated mortality virus,smv,pathogen
ma390,spawner-isolated mortality virus disease,NA,disease group
mh482,spawner-isolated mortality virus disease (crustacean),spawner-isolated mortality virus disease,disease specific
mh482,spawner-isolated mortality virus disease (crustacean),smvd,disease specific
ag473,sphaerospora renicola,NA,pathogen
ma368,sphaerosporosis,NA,disease group
mh403,sphaerosporosis (fish),sphaerosporosis,disease specific
ma369,sphaerothecose,NA,disease group
mh606,sphaerothecose (fish),sphaerothecose,disease specific
ag474,sphaerothecum destruens,NA,pathogen
ma384,spherical baculovirosis,NA,disease group
mh35,spherical baculovirosis (crustacean),spherical baculovirosis,disease specific
ag166,spilopsyllus cuniculi,NA,pathogen
ag435,spironucleus spp.,NA,pathogen
ag277,spiroplasma apis,NA,pathogen
ag278,spiroplasma melliferum,NA,pathogen
ma219,spiroplasmosis,NA,disease group
mh405,spiroplasmosis (bee),spiroplasmosis,disease specific
ma439,spirurosis,NA,disease group
mh572,spirurosis (poultry),spirurosis,disease specific
mh188,"sporadic scab (sheep, goat)",sporadic scab,disease specific
ma175,sporadic scabies,NA,disease group
mh187,sporadic scabies (rabbit),sporadic scabies,disease specific
mh187,sporadic scabies (rabbit),ear rabies,disease specific
ag211,sporidesmine,NA,pathogen
ma297,spring viremia of carp,NA,disease group
mh480,spring viremia of carp (fish),svc,disease specific
mh480,spring viremia of carp (fish),spring viremia of carp,disease specific
ag352,spring viremia of carp virus,pfrv,pathogen
ag352,spring viremia of carp virus,pike fry rhabdovirus,pathogen
ag352,spring viremia of carp virus,svcv,pathogen
ma200,stachybotryotoxicosis,NA,disease group
mh406,"stachybotryotoxicosis (sheep, goat)",stachybotryotoxicosis,disease specific
ma70,staphylococcal cutaneous infections,NA,disease group
mh407,staphylococcal cutaneous infections (cattle),staphylococcal cutaneous infections,disease specific
ma172,staphylococcal folliculitis,NA,disease group
mh177,"staphylococcal folliculitis (sheep, goat)",staphylococcal folliculitis,disease specific
ma397,staphylococcosis,NA,disease group
mh507,staphylococcosis (poultry),staphylococcosis,disease specific
ag62,staphylococcus aureus,NA,pathogen
ma159,staphylococcus dermatitis,NA,disease group
mh97,"staphylococcus dermatitis (sheep, goat)",staphylococcus dermatitis,disease specific
ag304,staphylococcus hyicus,NA,pathogen
ag521,staphylococcus spp.,NA,pathogen
ag746,stephanofilaria assamensis,NA,pathogen
ag743,stephanofilaria stilesi,NA,pathogen
ma71,stephanofilariasis,NA,disease group
mh409,stephanofilariasis (cattle),stephanofilariasis,disease specific
mh409,stephanofilariasis (cattle),filarial dermatitis of cattle,disease specific
ma274,stephanurosis,NA,disease group
mh410,stephanurosis (swine),stephanurosis,disease specific
ag329,stephanurus dentatus,NA,pathogen
ma95,strangles,NA,disease group
mh197,strangles (equidae),strangles,disease specific
ma320,streptococcosis,NA,disease group
ma321,streptococcosis,NA,disease group
ma275,streptococcosis,NA,disease group
mh472,streptococcosis (fish),streptococcus infection,disease specific
mh472,streptococcosis (fish),streptococcosis,disease specific
mh417,streptococcosis (fish),streptococcus infection,disease specific
mh417,streptococcosis (fish),streptococcosis,disease specific
mh416,streptococcosis (swine),streptococcal meningitis,disease specific
mh416,streptococcosis (swine),streptococcosis,disease specific
ag64,streptococcus agalactiae,NA,pathogen
ag65,streptococcus dysgalactiae,NA,pathogen
ag111,streptococcus equi,NA,pathogen
ag385,streptococcus iniae,NA,pathogen
ag387,streptococcus parauberis,NA,pathogen
ag314,streptococcus spp.,NA,pathogen
ag231,streptococcus suis,NA,pathogen
ag83,streptococcus uberis,NA,pathogen
ag753,strongyloides papillosus,NA,pathogen
ag331,strongyloides ransomi,NA,pathogen
ma276,strongyloidiasis,NA,disease group
ma74,strongyloidiasis,NA,disease group
mh419,strongyloidiasis (cattle),strongyloidiasis,disease specific
mh418,strongyloidiasis (swine),,disease specific
mh418,strongyloidiasis (swine),strongyloidiasis,disease specific
ma139,strongylosis,NA,disease group
mh420,strongylosis (rabbit),strongylosis,disease specific
ma51,summer mastitis,NA,disease group
mh280,summer mastitis (cattle),summer mastitis,disease specific
ma110,surra,NA,disease group
mh421,surra (equidae),surra,disease specific
ag313,svd virus,svdv,pathogen
porcin,swine,NA,NA
ma10,swine brucellosis,NA,disease group
mh49,swine brucellosis (swine),swine brucellosis,disease specific
ma243,swine dysentery,NA,disease group
mh138,swine dysentery (swine),swine dysentery,disease specific
ma271,swine erysipelas,NA,disease group
mh387,swine erysipelas (swine),swine erysipelas,disease specific
ma252,swine influenza,NA,disease group
mh200,swine influenza (swine),swine flu,disease specific
mh200,swine influenza (swine),swine influenza,disease specific
mh200,swine influenza (swine),hog flu,disease specific
mh200,swine influenza (swine),pig flu,disease specific
mh200,swine influenza (swine),pig influenza,disease specific
ag307,swine influenza virus,siv,pathogen
ma260,swine lungworm infection,NA,disease group
mh291,swine lungworm infection (swine),pig parasitic bronchitis,disease specific
mh291,swine lungworm infection (swine),swine lungworm disease,disease specific
mh291,swine lungworm infection (swine),swine lungworm infection,disease specific
mh291,swine lungworm infection (swine),swine parasitic bronchitis,disease specific
ma278,swine pox,NA,disease group
mh475,swine pox (swine),,disease specific
mh475,swine pox (swine),swine pox,disease specific
mh475,swine pox (swine),pig pox,disease specific
ag333,swine pox virus,NA,pathogen
ma258,swine vesicular disease,NA,disease group
mh277,swine vesicular disease (swine),swine vesicular disease,disease specific
ma440,swollen head syndrome,NA,disease group
mh575,swollen head syndrome (poultry),swollen head syndrome,disease specific
ma442,syngamiasis,NA,disease group
mh577,syngamiasis (poultry),syngamiasis,disease specific
ag540,syngamus merulae,NA,pathogen
ag539,syngamus trachea,NA,pathogen
ag195,taenia hydatigena,NA,pathogen
ag701,taenia saginata,NA,pathogen
ag298,taenia solium,NA,pathogen
mh433,taeniasis (equidae),taeniasis,disease specific
mh92,taeniasis (swine),cysticercosis,disease specific
mh92,taeniasis (swine),taeniasis,disease specific
mh434,"tapeworm infection (sheep, goat)",tapeworm,disease specific
mh434,"tapeworm infection (sheep, goat)",tapeworm infection,disease specific
ma389,taura syndrome,NA,disease group
mh423,taura syndrome (crustacean),taura syndrome,disease specific
mh423,taura syndrome (crustacean),ts,disease specific
ag499,taura syndrome virus,tsv,pathogen
ag116,taylorella equigenitalis,NA,pathogen
ag384,tenacibaculum maritimum,NA,pathogen
ma111,teniasis,NA,disease group
mh432,teniasis (rabbit),teniasis,disease specific
ma246,teschovirus encephalomyelitis,NA,disease group
mh131,teschovirus encephalomyelitis (swine),teschen disease,disease specific
mh131,teschovirus encephalomyelitis (swine),teschovirus encephalomyelitis,disease specific
mh131,teschovirus encephalomyelitis (swine),porcine polioencephalomyelitis,disease specific
mh131,teschovirus encephalomyelitis (swine),talfan disease,disease specific
ma75,tetanus,NA,disease group
mh436,tetanus (cattle),lockjaw,disease specific
mh436,tetanus (cattle),tetanus,disease specific
mh437,tetanus (equidae),tetanus,disease specific
mh438,"tetanus (sheep, goat)",tetanus,disease specific
mh439,tetanus (swine),lockjaw,disease specific
mh439,tetanus (swine),tetanus,disease specific
ag476,tetracapsuloides bryosalmonae,NA,pathogen
ma385,tetrahedral baculovirosis,NA,disease group
mh36,tetrahedral baculovirosis (crustacean),tetrahedral baculovirosis,disease specific
ag477,tetrahymena corlissi,NA,pathogen
ag478,tetrahymena pyriformis,NA,pathogen
ma372,tetrahymenosis,NA,disease group
mh441,tetrahymenosis (fish),tetrahymenosis,disease specific
ag733,tetrameres fissispina,NA,pathogen
ag443,tetramicra brevifilum,NA,pathogen
ag543,tetratrichomonas gallinarum,NA,pathogen
ag306,tge virus,tgev,pathogen
ag86,theileria annulata,NA,pathogen
ag248,theileria hirci,NA,pathogen
ag763,theileria lestoquardi,NA,pathogen
ag764,theileria ovis,NA,pathogen
ag87,theileria parva,NA,pathogen
ma76,theileriases,NA,disease group
mh442,theileriases (cattle),theileriases,disease specific
mh443,"theileriosis (sheep, goat)",theileriosis,disease specific
ag249,thelazia rhodesii,NA,pathogen
ag89,toxoplasma gondii,NA,pathogen
ma78,toxoplasmosis,NA,disease group
mh447,toxoplasmosis (cattle),toxoplasmosis,disease specific
mh448,toxoplasmosis (equidae),toxoplasmosis,disease specific
mh449,toxoplasmosis (rabbit),toxoplasmosis,disease specific
mh450,"toxoplasmosis (sheep, goat)",toxoplasmosis,disease specific
mh451,toxoplasmosis (swine),toxoplasmosis,disease specific
ag600,tracheliastes spp.,NA,pathogen
ma251,transmissible gastroenteritis in swine,NA,disease group
mh193,transmissible gastroenteritis in swine (swine),transmissible gastroenteritis in swine,disease specific
mh193,transmissible gastroenteritis in swine (swine),tge,disease specific
trematode,trematode,NA,NA
ag172,treponema paraluiscuniculi,NA,pathogen
ag412,triænophorus spp.,NA,pathogen
ag129,trichinella spiralis,NA,pathogen
ma112,trichinellosis,NA,disease group
mh455,trichinellosis (equidae),trichinosis,disease specific
mh455,trichinellosis (equidae),trichinellosis,disease specific
mh456,trichinellosis (swine),trichinosis,disease specific
mh456,trichinellosis (swine),trichinellosis,disease specific
ag484,trichodina spp.,NA,pathogen
ma376,trichodinosis,NA,disease group
mh457,trichodinosis (fish),trichodinosis,disease specific
ma79,trichomoniasis,NA,disease group
mh458,trichomoniasis (cattle),trichomoniasis,disease specific
ag101,trichophyton equinum,NA,pathogen
ag173,trichophyton mentagrophytes,NA,pathogen
ag29,trichophyton verrucosum,NA,pathogen
ma445,trichostrongylosis,NA,disease group
mh582,trichostrongylosis (poultry),trichostrongylosis,disease specific
ag170,trichostrongylus axei,NA,pathogen
ag169,trichostrongylus retortaeformis,NA,pathogen
ag253,trichostrongylus spp.,NA,pathogen
ag544,trichostrongylus tenuis,NA,pathogen
ag257,trichuris ovis,NA,pathogen
ag332,trichuris suis,NA,pathogen
ma277,trichurosis,NA,disease group
mh459,trichurosis (swine),trichurosis,disease specific
mh459,trichurosis (swine),trichuriasis,disease specific
ag90,tritrichomonas fœtus,NA,pathogen
ag91,tritrichomonas suis,NA,pathogen
ag47,trixacarus,NA,pathogen
ag92,trombicula automnalis,NA,pathogen
ma80,trombiculiasis,NA,disease group
mh461,trombiculiasis (rabbit),trombicula automnalis infection,disease specific
mh461,trombiculiasis (rabbit),trombiculiasis,disease specific
mh460,trombiculosis (cattle),trombiculiasis,disease specific
mh460,trombiculosis (cattle),trombiculidiasis,disease specific
mh460,trombiculosis (cattle),trombiculosis,disease specific
ma210,tropilaelaps,NA,disease group
mh462,tropilaelaps (bee),tropilaelaps,disease specific
ag264,tropilaelaps clareae,NA,pathogen
ag265,tropilaelaps koenigerum,NA,pathogen
ag95,trypanosoma brucei,NA,pathogen
ag94,trypanosoma congolense,NA,pathogen
ag103,trypanosoma equiperdum,NA,pathogen
ag250,trypanosoma evansi,NA,pathogen
ag432,trypanosoma spp.,NA,pathogen
ag93,trypanosoma vivax,NA,pathogen
ma81,trypanosomiasis,NA,disease group
mh463,trypanosomiasis (cattle),trypanosomiasis,disease specific
mh463,trypanosomiasis (cattle),trypanosomosis,disease specific
mh464,"tsetse-transmitted animal trypanosomes (sheep, goat)",tsetse-transmitted animal trypanosomes,disease specific
ma82,tuberculosis,NA,disease group
mh465,tuberculosis (cattle),bovine tuberculosis,disease specific
mh465,tuberculosis (cattle),tuberculosis,disease specific
mh465,tuberculosis (cattle),tb,disease specific
mh466,tuberculosis (equidae),phthisis,disease specific
mh466,tuberculosis (equidae),tuberculosis,disease specific
mh467,tuberculosis (rabbit),tuberculosis,disease specific
mh468,tuberculosis (swine),tuberculosis,disease specific
ma142,tularemia,NA,disease group
mh469,tularemia (rabbit),tularemia,disease specific
mh469,tularemia (rabbit),o'hara fever,disease specific
mh469,tularemia (rabbit),francis disease,disease specific
mh469,tularemia (rabbit),deer flye fever,disease specific
mh469,tularemia (rabbit),hare fever,disease specific
mh469,tularemia (rabbit),pahvant valley fever,disease specific
mh470,"tularemia (sheep, goat)",tularemia,disease specific
ma410,turkey hemorrhagic enteritis,NA,disease group
ma409,turkey hemorrhagic enteritis,NA,disease group
mh534,turkey hemorrhagic enteritis (poultry),marble spleen disease,disease specific
mh534,turkey hemorrhagic enteritis (poultry),turkey hemorrhagic enteritis,disease specific
mh535,turkey hemorrhagic enteritis (poultry),marble spleen disease,disease specific
mh535,turkey hemorrhagic enteritis (poultry),turkey hemorrhagic enteritis,disease specific
ma435,turkey rhinotracheitis,NA,disease group
mh566,turkey rhinotracheitis (poultry),turkey rhinotracheitis,disease specific
mh566,turkey rhinotracheitis (poultry),avian pneumovirus,disease specific
mh566,turkey rhinotracheitis (poultry),swollen head syndrome,disease specific
ma129,tyzzer's disease,NA,disease group
mh270,tyzzer's disease (rabbit),tyzzer's disease,disease specific
ag388,vagococcus salmoninarum,NA,pathogen
ag263,varroa destructor,NA,pathogen
ma209,varroosis,NA,disease group
mh476,varroosis (bee),varroosis,disease specific
ma140,venereal sprirochetosis,NA,disease group
mh404,venereal sprirochetosis (rabbit),sprirochetosis,disease specific
mh404,venereal sprirochetosis (rabbit),treponematosis,disease specific
mh404,venereal sprirochetosis (rabbit),syphilis,disease specific
mh404,venereal sprirochetosis (rabbit),venereal sprirochetosis,disease specific
ma90,venezuelan equine encephalitis,NA,disease group
mh126,venezuelan equine encephalitis (equidae),venezuelan equine encephalitis,disease specific
mh126,venezuelan equine encephalitis (equidae),viral venezuelan encephalomyelitis,disease specific
ma197,verminous bronchitis,NA,disease group
mh601,"verminous bronchitis (sheep, goat)",lungworm infection,disease specific
mh601,"verminous bronchitis (sheep, goat)",verminous bronchitis,disease specific
ma250,vesicular exanthema of swine,NA,disease group
mh158,vesicular exanthema of swine (swine),san miguel sea lion virus disease,disease specific
mh158,vesicular exanthema of swine (swine),vesicular exanthema of swine,disease specific
mh158,vesicular exanthema of swine (swine),ves,disease specific
ag305,vesicular exanthema of swine virus,vesv,pathogen
ma109,vesicular stomatitis,NA,disease group
mh413,vesicular stomatitis (equidae),vesicular stomatitis,disease specific
mh414,"vesicular stomatitis (sheep, goat)",vesicular stomatitis,disease specific
mh415,vesicular stomatitis (swine),vesicular stomatitis,disease specific
ag124,vesicular stomatitis virus,vsv,pathogen
ag124,vesicular stomatitis virus,bovine papular stomatitis virus,pathogen
ag270,vespa velutina,NA,pathogen
ag391,vibrio alginolyticus,NA,pathogen
ag389,vibrio anguillarum,NA,pathogen
ag392,vibrio fluvialis,NA,pathogen
ag393,vibrio harveyi,NA,pathogen
ag394,vibrio ordalii,NA,pathogen
ag395,vibrio pelagius,NA,pathogen
ag390,vibrio salmonicida,NA,pathogen
ag396,vibrio vulnificus,NA,pathogen
ma325,vibriosis,NA,disease group
ma322,vibriosis,NA,disease group
ma324,vibriosis,NA,disease group
mh479,vibriosis (fish),vibriosis,disease specific
mh400,vibriosis (fish),vibriosis,disease specific
mh478,vibriosis (fish),vibriosis,disease specific
ma398,viral arthritis,NA,disease group
mh508,viral arthritis (poultry),viral arthritis,disease specific
mh508,viral arthritis (poultry),tenosynovitis,disease specific
mh508,viral arthritis (poultry),reoviral arthritis,disease specific
ma280,viral encephalopathy and retinopathy,NA,disease group
mh133,viral encephalopathy and retinopathy (fish),viral nervous necrosis,disease specific
mh133,viral encephalopathy and retinopathy (fish),viral encephalopathy and retinopathy,disease specific
ma288,viral erythrocytic necrosis,NA,disease group
mh310,viral erythrocytic necrosis (fish),eibs,disease specific
mh310,viral erythrocytic necrosis (fish),erythrocytic inclusion body syndrome,disease specific
mh310,viral erythrocytic necrosis (fish),ven,disease specific
mh310,viral erythrocytic necrosis (fish),viral erythrocytic necrosis,disease specific
ma130,viral haemorrhagic disease,NA,disease group
mh275,viral haemorrhagic disease (rabbit),viral haemorrhagic disease,disease specific
mh275,viral haemorrhagic disease (rabbit),haemorrhagic rabbit disease,disease specific
ma296,viral hemorrhagic septicemia,NA,disease group
mh401,viral hemorrhagic septicemia (fish),viral hemorrhagic septicemia,disease specific
mh401,viral hemorrhagic septicemia (fish),vhs,disease specific
ag351,viral hemorrhagic septicemia virus,vhsv,pathogen
ag106,viral venezuelan encephalomyelitis virus,NA,pathogen
virus,virus,NA,NA
ag107,virus of eastern equine type encephalomyelitis,NA,pathogen
ag108,virus of western equine type encephalomyelitis,NA,pathogen
ma356,visceral mycosis,NA,disease group
mh299,visceral mycosis (fish),visceral mycosis,disease specific
ma212,wax moth,NA,disease group
mh161,wax moth (bee),tubular brood,disease specific
mh161,wax moth (bee),wax moth,disease specific
mh161,wax moth (bee),bald brood,disease specific
mh161,wax moth (bee),honeycomb moth,disease specific
ma185,wesselsbron disease,NA,disease group
mh271,"wesselsbron disease (sheep, goat)",wesselsbron disease,disease specific
ag230,wesselsbron disease virus,wesselsbron virus,pathogen
ma89,west nile encephalitis,NA,disease group
mh129,west nile encephalitis (equidae),west nile encephalitis,disease specific
mh129,west nile encephalitis (equidae),west nile fever,disease specific
mh532,west nile virus infection (poultry),west nile virus infection,disease specific
ag105,west-nile virus,west nile virus,pathogen
ag105,west-nile virus,wnv,pathogen
ma92,western equine encephalitis,NA,disease group
mh125,western equine encephalitis (equidae),western type,disease specific
mh125,western equine encephalitis (equidae),viral encephalomyelitis,disease specific
mh125,western equine encephalitis (equidae),western equine encephalitis,disease specific
ma373,whirling disease,NA,disease group
mh446,whirling disease (fish),whirling disease,disease specific
ma387,white spot syndrome baculovirus wsbv,NA,disease group
mh272,white spot syndrome baculovirus wsbv (crustacean),wsbv,disease specific
mh272,white spot syndrome baculovirus wsbv (crustacean),white spot syndrome baculovirus wsbv,disease specific
ag497,white spot syndrome virus 1,wssv-,pathogen
ma286,white sturgeon iridoviral disease,NA,disease group
mh231,white sturgeon iridoviral disease (fish),wsivd,disease specific
mh231,white sturgeon iridoviral disease (fish),white sturgeon iridoviral disease,disease specific
ag341,white sturgeon iridovirus,wsiv,pathogen
ma25,winter dysentery,NA,disease group
mh137,winter dysentery (cattle),winter dysentery,disease specific
ma311,winter ulcer disease,NA,disease group
mh273,winter ulcer disease (fish),winter ulcer disease,disease specific
ma383,withering syndrome,NA,disease group
mh424,withering syndrome (mollusc),withering syndrome,disease specific
ag72,wohlfahrtia magnifica,NA,pathogen
xenobiotique,xenobiotique,NA,NA
ag496,yellow head virus,yhv,pathogen
ma386,yellowhead disease,NA,disease group
mh263,yellowhead disease (crustacean),yhd,disease specific
mh263,yellowhead disease (crustacean),yellowhead disease,disease specific
ag165,yersinia pseudotuberculosis,NA,pathogen
ag397,yersinia ruckeri,NA,pathogen
